n,a,b,orientation,batch,samples,k,sum_q,sum_q2,sum_gate01,sum_gate12,sum_inactive_gate01,sum_inactive_gate12,sum_active_S,sum_active_D,sum_inactive_S,sum_inactive_D,sum_site_S,sum_site_D,sum_J_S_re,sum_J_S_im,sum_J_D_re,sum_J_D_im,sum_q_J_D_re,sum_q_J_D_im,sum_local_S,sum_local_D
145,9,8,second,0,500,29,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,30,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,31,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,32,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,33,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,34,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,35,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,36,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,37,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,38,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,39,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,40,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,41,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,42,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,43,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,44,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,45,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,8,second,0,500,46,-500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
