lineage,role,design,seed_block,batch,samples,rank0,l0,l1,l2,rank1_other,rank2,invariant_failure
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,122,10000,3143,1318,1224,1171,25,3119,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,123,10000,3124,1261,1182,1185,44,3204,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,124,10000,3112,1293,1207,1202,26,3160,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,125,10000,3077,1305,1174,1234,38,3172,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,126,10000,3143,1267,1198,1182,30,3180,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,127,10000,3219,1277,1196,1196,26,3086,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,128,10000,3124,1296,1218,1220,27,3115,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,129,10000,3193,1242,1196,1177,27,3165,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,130,10000,3126,1299,1214,1209,39,3113,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,131,10000,3157,1268,1171,1164,31,3209,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,132,10000,3192,1250,1205,1206,31,3116,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,133,10000,3223,1261,1230,1136,32,3118,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,134,10000,3083,1283,1218,1210,50,3156,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,135,10000,3106,1224,1240,1105,30,3295,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,136,10000,3222,1272,1158,1142,33,3173,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,137,10000,3062,1315,1203,1224,36,3160,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,138,10000,3177,1294,1220,1159,29,3121,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,139,10000,3184,1271,1218,1214,29,3084,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,140,10000,3210,1230,1205,1156,37,3162,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,141,10000,3155,1299,1135,1236,29,3146,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,142,10000,3099,1261,1229,1207,27,3177,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,143,10000,3119,1258,1227,1184,44,3168,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,144,10000,3118,1307,1176,1163,34,3202,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,145,10000,3078,1386,1183,1178,35,3140,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,146,10000,3093,1307,1244,1185,46,3125,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,147,10000,3151,1270,1197,1214,24,3144,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,148,10000,3010,1298,1207,1254,35,3196,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,149,10000,3098,1371,1232,1181,36,3082,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,150,10000,3086,1262,1191,1229,35,3197,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,151,10000,3133,1315,1182,1210,40,3120,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,152,10000,3191,1286,1189,1176,36,3122,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,153,10000,3214,1251,1205,1171,28,3131,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,154,10000,3054,1278,1241,1236,30,3161,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,155,10000,3131,1317,1230,1194,40,3088,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,156,10000,3157,1329,1177,1193,35,3109,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,157,10000,3169,1271,1177,1197,29,3157,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,158,10000,3142,1291,1189,1191,29,3158,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,159,10000,3109,1287,1211,1211,33,3149,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,160,10000,3196,1244,1239,1202,28,3091,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,161,10000,3080,1287,1222,1227,34,3150,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,162,10000,3168,1297,1216,1183,37,3099,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,163,10000,3140,1288,1154,1214,44,3160,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,164,10000,3159,1279,1230,1206,35,3091,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,165,10000,3120,1288,1182,1202,29,3179,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,166,10000,3065,1354,1231,1216,29,3105,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,167,10000,3017,1284,1205,1233,36,3225,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,168,10000,3146,1305,1173,1189,34,3153,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,169,10000,3084,1325,1195,1204,38,3154,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,170,10000,3206,1294,1170,1203,33,3094,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,171,10000,3132,1233,1197,1147,42,3249,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,172,10000,3169,1298,1254,1184,27,3068,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,173,10000,3166,1287,1229,1185,30,3103,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,174,10000,3143,1288,1127,1233,34,3175,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,175,10000,3138,1220,1196,1201,33,3212,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,176,10000,3176,1257,1180,1187,34,3166,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,177,10000,3143,1285,1180,1222,32,3138,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,178,10000,3178,1272,1176,1230,38,3106,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,179,10000,3137,1345,1230,1099,38,3151,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,180,10000,3140,1274,1220,1218,46,3102,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,181,10000,3183,1246,1155,1199,26,3191,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,182,10000,3167,1294,1155,1149,36,3199,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,183,10000,3150,1285,1191,1214,28,3132,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,184,10000,3158,1264,1215,1209,34,3120,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,185,10000,3034,1353,1180,1229,37,3167,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,186,10000,3187,1239,1198,1199,30,3147,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,187,10000,3084,1294,1126,1297,36,3163,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,188,10000,3132,1272,1174,1236,32,3154,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,189,10000,3113,1307,1235,1222,34,3089,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,190,10000,3178,1276,1173,1185,27,3161,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,191,10000,3130,1323,1221,1205,38,3083,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,192,10000,3132,1296,1156,1243,34,3139,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,193,10000,3155,1283,1142,1184,37,3199,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,194,10000,3129,1273,1172,1226,25,3175,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,195,10000,3141,1291,1162,1182,32,3192,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,196,10000,3080,1297,1239,1187,36,3161,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,197,10000,3181,1286,1147,1198,31,3157,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,198,10000,3150,1279,1157,1280,30,3104,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,199,10000,3129,1325,1235,1231,31,3049,0
