n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
170,38,1000000,0.59274605078999998,direction_1,13,1,11,7,521094,519374,519440,520161
170,39,1000000,0.59274605078999998,cross,13,1,11,7,311256,311255,312068,311470
170,39,1000000,0.59274605078999998,both,13,1,11,7,351501,351500,352316,351718
170,39,1000000,0.59274605078999998,either,13,1,11,7,688745,688744,688530,687932
170,39,1000000,0.59274605078999998,direction_0,13,1,11,7,520132,520131,520409,519811
170,39,1000000,0.59274605078999998,direction_1,13,1,11,7,520114,520113,520437,519839
170,40,1000000,0.59274605078999998,cross,13,1,11,7,310784,310506,311251,311006
170,40,1000000,0.59274605078999998,both,13,1,11,7,350642,350364,351496,351251
170,40,1000000,0.59274605078999998,either,13,1,11,7,689494,689216,688994,688749
170,40,1000000,0.59274605078999998,direction_0,13,1,11,7,519752,519474,519771,519526
170,40,1000000,0.59274605078999998,direction_1,13,1,11,7,520384,520106,520719,520474
170,41,1000000,0.59274605078999998,cross,13,1,11,7,311135,310694,310814,311011
170,41,1000000,0.59274605078999998,both,13,1,11,7,351238,350797,350851,351048
170,41,1000000,0.59274605078999998,either,13,1,11,7,689306,688865,688989,689186
170,41,1000000,0.59274605078999998,direction_0,13,1,11,7,520425,519984,519863,520060
170,41,1000000,0.59274605078999998,direction_1,13,1,11,7,520119,519678,519977,520174
170,42,1000000,0.59274605078999998,cross,13,1,11,7,310410,311398,310301,311356
170,42,1000000,0.59274605078999998,both,13,1,11,7,350674,351662,350520,351575
170,42,1000000,0.59274605078999998,either,13,1,11,7,688602,689590,688644,689699
170,42,1000000,0.59274605078999998,direction_0,13,1,11,7,519518,520506,519985,521040
170,42,1000000,0.59274605078999998,direction_1,13,1,11,7,519758,520746,519179,520234
170,43,1000000,0.59274605078999998,cross,13,1,11,7,310634,311568,311004,309972
170,43,1000000,0.59274605078999998,both,13,1,11,7,350660,351594,351511,350479
170,43,1000000,0.59274605078999998,either,13,1,11,7,688432,689366,690028,688996
170,43,1000000,0.59274605078999998,direction_0,13,1,11,7,520007,520941,520826,519794
170,43,1000000,0.59274605078999998,direction_1,13,1,11,7,519085,520019,520713,519681
170,44,1000000,0.59274605078999998,cross,13,1,11,7,312686,310348,311742,310897
170,44,1000000,0.59274605078999998,both,13,1,11,7,352679,350341,351577,350732
170,44,1000000,0.59274605078999998,either,13,1,11,7,689652,687314,689103,688258
170,44,1000000,0.59274605078999998,direction_0,13,1,11,7,520934,518596,520306,519461
170,44,1000000,0.59274605078999998,direction_1,13,1,11,7,521397,519059,520374,519529
170,45,1000000,0.59274605078999998,cross,13,1,11,7,311381,311097,310933,311424
170,45,1000000,0.59274605078999998,both,13,1,11,7,350945,350661,350850,351341
170,45,1000000,0.59274605078999998,either,13,1,11,7,688903,688619,688576,689067
170,45,1000000,0.59274605078999998,direction_0,13,1,11,7,519569,519285,519488,519979
170,45,1000000,0.59274605078999998,direction_1,13,1,11,7,520279,519995,519938,520429
170,46,1000000,0.59274605078999998,cross,13,1,11,7,310539,311232,311551,310943
170,46,1000000,0.59274605078999998,both,13,1,11,7,350435,351128,351993,351385
170,46,1000000,0.59274605078999998,either,13,1,11,7,688768,689461,689057,688449
170,46,1000000,0.59274605078999998,direction_0,13,1,11,7,519768,520461,521038,520430
170,46,1000000,0.59274605078999998,direction_1,13,1,11,7,519435,520128,520012,519404
170,47,1000000,0.59274605078999998,cross,13,1,11,7,310577,311599,311315,311700
170,47,1000000,0.59274605078999998,both,13,1,11,7,350493,351515,351032,351417
170,47,1000000,0.59274605078999998,either,13,1,11,7,688401,689423,688300,688685
170,47,1000000,0.59274605078999998,direction_0,13,1,11,7,519564,520586,519567,519952
170,47,1000000,0.59274605078999998,direction_1,13,1,11,7,519330,520352,519765,520150
170,48,1000000,0.59274605078999998,cross,13,1,11,7,311482,311041,311566,311706
170,48,1000000,0.59274605078999998,both,13,1,11,7,351451,351010,351129,351269
170,48,1000000,0.59274605078999998,either,13,1,11,7,688959,688518,688294,688434
170,48,1000000,0.59274605078999998,direction_0,13,1,11,7,520422,519981,519930,520070
170,48,1000000,0.59274605078999998,direction_1,13,1,11,7,519988,519547,519493,519633
170,49,1000000,0.59274605078999998,cross,13,1,11,7,311261,311070,311120,311126
170,49,1000000,0.59274605078999998,both,13,1,11,7,351171,350980,351140,351146
170,49,1000000,0.59274605078999998,either,13,1,11,7,688930,688739,688874,688880
170,49,1000000,0.59274605078999998,direction_0,13,1,11,7,520136,519945,520058,520064
170,49,1000000,0.59274605078999998,direction_1,13,1,11,7,519965,519774,519956,519962
170,50,1000000,0.59274605078999998,cross,13,1,11,7,311443,311248,311160,310923
170,50,1000000,0.59274605078999998,both,13,1,11,7,351187,350992,351190,350953
170,50,1000000,0.59274605078999998,either,13,1,11,7,688752,688557,689077,688840
170,50,1000000,0.59274605078999998,direction_0,13,1,11,7,520122,519927,519985,519748
170,50,1000000,0.59274605078999998,direction_1,13,1,11,7,519817,519622,520282,520045
170,51,1000000,0.59274605078999998,cross,13,1,11,7,311127,310454,311312,311444
170,51,1000000,0.59274605078999998,both,13,1,11,7,351180,350507,351213,351345
170,51,1000000,0.59274605078999998,either,13,1,11,7,689546,688873,688556,688688
170,51,1000000,0.59274605078999998,direction_0,13,1,11,7,519856,519183,520114,520246
170,51,1000000,0.59274605078999998,direction_1,13,1,11,7,520870,520197,519655,519787
170,52,1000000,0.59274605078999998,cross,13,1,11,7,310797,310470,311054,312077
170,52,1000000,0.59274605078999998,both,13,1,11,7,351065,350738,351100,352123
170,52,1000000,0.59274605078999998,either,13,1,11,7,689530,689203,687923,688946
170,52,1000000,0.59274605078999998,direction_0,13,1,11,7,520417,520090,519060,520083
170,52,1000000,0.59274605078999998,direction_1,13,1,11,7,520178,519851,519963,520986
170,53,1000000,0.59274605078999998,cross,13,1,11,7,310874,311352,311329,310110
170,53,1000000,0.59274605078999998,both,13,1,11,7,350976,351454,351577,350358
170,53,1000000,0.59274605078999998,either,13,1,11,7,688648,689126,689890,688671
170,53,1000000,0.59274605078999998,direction_0,13,1,11,7,520645,521123,520583,519364
170,53,1000000,0.59274605078999998,direction_1,13,1,11,7,518979,519457,520884,519665
170,54,1000000,0.59274605078999998,cross,13,1,11,7,311543,310516,311361,310827
170,54,1000000,0.59274605078999998,both,13,1,11,7,351688,350661,351569,351035
170,54,1000000,0.59274605078999998,either,13,1,11,7,689484,688457,689173,688639
170,54,1000000,0.59274605078999998,direction_0,13,1,11,7,520595,519568,520384,519850
170,54,1000000,0.59274605078999998,direction_1,13,1,11,7,520577,519550,520358,519824
170,55,1000000,0.59274605078999998,cross,13,1,11,7,311896,310368,311614,311565
170,55,1000000,0.59274605078999998,both,13,1,11,7,351440,349912,351514,351465
170,55,1000000,0.59274605078999998,either,13,1,11,7,689632,688104,688435,688386
170,55,1000000,0.59274605078999998,direction_0,13,1,11,7,520584,519056,520424,520375
170,55,1000000,0.59274605078999998,direction_1,13,1,11,7,520488,518960,519525,519476
170,56,1000000,0.59274605078999998,cross,13,1,11,7,311867,310804,310185,311321
170,56,1000000,0.59274605078999998,both,13,1,11,7,351925,350862,350759,351895
170,56,1000000,0.59274605078999998,either,13,1,11,7,689196,688133,688679,689815
170,56,1000000,0.59274605078999998,direction_0,13,1,11,7,520364,519301,519672,520808
170,56,1000000,0.59274605078999998,direction_1,13,1,11,7,520757,519694,519766,520902
170,57,1000000,0.59274605078999998,cross,13,1,11,7,311031,310879,310687,311250
170,57,1000000,0.59274605078999998,both,13,1,11,7,350942,350790,350934,351497
170,57,1000000,0.59274605078999998,either,13,1,11,7,689121,688969,688750,689313
170,57,1000000,0.59274605078999998,direction_0,13,1,11,7,520034,519882,519819,520382
170,57,1000000,0.59274605078999998,direction_1,13,1,11,7,520029,519877,519865,520428
170,58,1000000,0.59274605078999998,cross,13,1,11,7,311635,311179,311128,311272
170,58,1000000,0.59274605078999998,both,13,1,11,7,351461,351005,351333,351477
170,58,1000000,0.59274605078999998,either,13,1,11,7,688821,688365,688728,688872
170,58,1000000,0.59274605078999998,direction_0,13,1,11,7,519481,519025,520271,520415
170,58,1000000,0.59274605078999998,direction_1,13,1,11,7,520801,520345,519790,519934
170,59,1000000,0.59274605078999998,cross,13,1,11,7,310196,311434,310614,311201
170,59,1000000,0.59274605078999998,both,13,1,11,7,350483,351721,350849,351436
170,59,1000000,0.59274605078999998,either,13,1,11,7,688566,689804,688799,689386
170,59,1000000,0.59274605078999998,direction_0,13,1,11,7,519143,520381,519892,520479
170,59,1000000,0.59274605078999998,direction_1,13,1,11,7,519906,521144,519756,520343
170,60,1000000,0.59274605078999998,cross,13,1,11,7,311763,310450,310463,311629
170,60,1000000,0.59274605078999998,both,13,1,11,7,351355,350042,350767,351933
170,60,1000000,0.59274605078999998,either,13,1,11,7,689550,688237,688371,689537
170,60,1000000,0.59274605078999998,direction_0,13,1,11,7,520245,518932,519629,520795
170,60,1000000,0.59274605078999998,direction_1,13,1,11,7,520660,519347,519509,520675
170,61,1000000,0.59274605078999998,cross,13,1,11,7,311071,311212,311134,311218
170,61,1000000,0.59274605078999998,both,13,1,11,7,350869,351010,351079,351163
170,61,1000000,0.59274605078999998,either,13,1,11,7,688788,688929,688782,688866
170,61,1000000,0.59274605078999998,direction_0,13,1,11,7,519858,519999,519998,520082
170,61,1000000,0.59274605078999998,direction_1,13,1,11,7,519799,519940,519863,519947
170,62,1000000,0.59274605078999998,cross,13,1,11,7,310764,311310,310958,311482
170,62,1000000,0.59274605078999998,both,13,1,11,7,350641,351187,351062,351586
170,62,1000000,0.59274605078999998,either,13,1,11,7,688690,689236,688518,689042
170,62,1000000,0.59274605078999998,direction_0,13,1,11,7,519801,520347,519765,520289
170,62,1000000,0.59274605078999998,direction_1,13,1,11,7,519530,520076,519815,520339
170,63,1000000,0.59274605078999998,cross,13,1,11,7,310999,311415,311305,310925
170,63,1000000,0.59274605078999998,both,13,1,11,7,350942,351358,351310,350930
170,63,1000000,0.59274605078999998,either,13,1,11,7,688585,689001,689075,688695
170,63,1000000,0.59274605078999998,direction_0,13,1,11,7,519957,520373,520338,519958
170,63,1000000,0.59274605078999998,direction_1,13,1,11,7,519570,519986,520047,519667
170,64,1000000,0.59274605078999998,cross,13,1,11,7,311196,310617,311982,310585
170,64,1000000,0.59274605078999998,both,13,1,11,7,351004,350425,352322,350925
170,64,1000000,0.59274605078999998,either,13,1,11,7,689383,688804,689415,688018
170,64,1000000,0.59274605078999998,direction_0,13,1,11,7,520131,519552,520720,519323
170,64,1000000,0.59274605078999998,direction_1,13,1,11,7,520256,519677,521017,519620
170,65,1000000,0.59274605078999998,cross,13,1,11,7,310034,311851,310877,311434
170,65,1000000,0.59274605078999998,both,13,1,11,7,350060,351877,350785,351342
170,65,1000000,0.59274605078999998,either,13,1,11,7,688149,689966,688566,689123
170,65,1000000,0.59274605078999998,direction_0,13,1,11,7,519384,521201,519632,520189
170,65,1000000,0.59274605078999998,direction_1,13,1,11,7,518825,520642,519719,520276
170,66,1000000,0.59274605078999998,cross,13,1,11,7,311604,310637,311936,311009
170,66,1000000,0.59274605078999998,both,13,1,11,7,351623,350656,351958,351031
170,66,1000000,0.59274605078999998,either,13,1,11,7,689363,688396,688991,688064
170,66,1000000,0.59274605078999998,direction_0,13,1,11,7,520457,519490,520449,519522
170,66,1000000,0.59274605078999998,direction_1,13,1,11,7,520529,519562,520500,519573
170,67,1000000,0.59274605078999998,cross,13,1,11,7,310829,311052,311121,311536
170,67,1000000,0.59274605078999998,both,13,1,11,7,350987,351210,350813,351228
170,67,1000000,0.59274605078999998,either,13,1,11,7,688948,689171,688464,688879
170,67,1000000,0.59274605078999998,direction_0,13,1,11,7,519769,519992,519587,520002
