design,seed_block,batch,samples,rank0,l0,l1,l2,rank1_other,rank2,invariant_failure
pell_Dplus1_N224_norm2_generation2,9343149081073810069,17,20000,6301,2473,2467,2342,70,6347,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,18,20000,6368,2528,2328,2401,61,6314,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,19,20000,6357,2537,2474,2329,46,6257,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,20,20000,6349,2611,2389,2378,51,6222,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,21,20000,6357,2518,2338,2358,64,6365,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,22,20000,6255,2539,2447,2346,68,6345,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,23,20000,6333,2477,2351,2462,71,6306,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,24,20000,6311,2507,2390,2434,60,6298,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,25,20000,6331,2533,2318,2470,72,6276,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,26,20000,6347,2595,2357,2301,52,6348,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,27,20000,6282,2582,2399,2416,66,6255,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,28,20000,6237,2539,2355,2415,73,6381,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,29,20000,6359,2521,2383,2474,61,6202,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,30,20000,6316,2509,2461,2404,57,6253,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,31,20000,6175,2505,2440,2489,56,6335,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,32,20000,6386,2474,2414,2394,63,6269,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,33,20000,6170,2505,2465,2524,64,6272,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,34,20000,6287,2545,2394,2380,55,6339,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,35,20000,6262,2552,2358,2472,60,6296,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,36,20000,6367,2585,2350,2340,55,6303,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,37,20000,6340,2467,2317,2422,46,6408,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,38,20000,6362,2491,2419,2370,55,6303,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,39,20000,6237,2513,2395,2483,65,6307,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,40,20000,6322,2487,2413,2425,67,6286,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,41,20000,6343,2554,2384,2479,53,6187,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,42,20000,6226,2547,2416,2457,66,6288,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,43,20000,6293,2518,2403,2479,57,6250,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,44,20000,6419,2450,2370,2427,62,6272,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,45,20000,6285,2467,2358,2458,63,6369,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,46,20000,6304,2557,2378,2406,58,6297,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,47,20000,6287,2567,2349,2422,55,6320,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,48,20000,6293,2509,2370,2472,60,6296,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,49,20000,6301,2567,2466,2337,43,6286,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,50,20000,6351,2463,2420,2319,65,6382,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,51,20000,6201,2498,2452,2446,64,6339,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,52,20000,6492,2484,2429,2367,49,6179,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,53,20000,6442,2428,2375,2375,63,6317,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,54,20000,6298,2560,2344,2416,56,6326,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,55,20000,6295,2476,2452,2346,58,6373,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,56,20000,6355,2538,2378,2399,55,6275,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,57,20000,6309,2474,2379,2431,70,6337,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,58,20000,6137,2602,2333,2376,59,6493,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,59,20000,6396,2490,2416,2363,66,6269,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,60,20000,6367,2473,2445,2460,57,6198,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,61,20000,6330,2518,2294,2422,76,6360,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,62,20000,6242,2528,2422,2477,59,6272,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,63,20000,6312,2438,2381,2464,67,6338,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,64,20000,6346,2429,2392,2394,52,6387,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,65,20000,6244,2500,2349,2460,69,6378,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,66,20000,6285,2556,2480,2392,70,6217,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,67,20000,6272,2471,2411,2394,77,6375,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,68,20000,6339,2471,2362,2483,56,6289,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,69,20000,6333,2481,2394,2390,54,6348,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,70,20000,6267,2457,2440,2450,57,6329,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,71,20000,6359,2503,2368,2418,58,6294,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,72,20000,6335,2424,2500,2403,46,6292,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,73,20000,6372,2446,2414,2372,56,6340,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,74,20000,6316,2492,2378,2481,54,6279,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,75,20000,6233,2562,2467,2457,70,6211,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,76,20000,6271,2538,2512,2369,61,6249,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,77,20000,6305,2411,2408,2475,70,6331,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,78,20000,6411,2533,2408,2388,63,6197,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,79,20000,6311,2536,2392,2378,54,6329,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,80,20000,6337,2529,2437,2380,51,6266,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,81,20000,6351,2516,2368,2425,47,6293,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,82,20000,6418,2523,2402,2449,54,6154,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,83,20000,6180,2493,2399,2426,59,6443,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,84,20000,6210,2491,2426,2466,52,6355,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,85,20000,6282,2463,2453,2467,60,6275,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,86,20000,6372,2520,2416,2465,50,6177,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,87,20000,6294,2507,2417,2393,67,6322,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,88,20000,6362,2556,2373,2366,52,6291,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,89,20000,6279,2523,2393,2448,74,6283,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,90,20000,6333,2527,2394,2398,55,6293,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,91,20000,6157,2558,2377,2403,62,6443,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,92,20000,6486,2496,2394,2290,59,6275,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,93,20000,6274,2486,2413,2370,68,6389,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,94,20000,6386,2493,2426,2485,65,6145,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,95,20000,6241,2530,2401,2427,69,6332,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,96,20000,6416,2531,2422,2384,40,6207,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,97,20000,6324,2542,2413,2401,55,6265,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,98,20000,6273,2484,2431,2452,61,6299,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,99,20000,6379,2535,2387,2394,77,6228,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,100,20000,6412,2504,2351,2344,57,6332,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,101,20000,6280,2517,2429,2475,56,6243,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,102,20000,6321,2464,2395,2454,65,6301,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,103,20000,6215,2556,2448,2399,58,6324,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,104,20000,6223,2573,2499,2331,74,6300,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,105,20000,6308,2521,2402,2401,66,6302,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,106,20000,6368,2437,2391,2376,59,6369,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,107,20000,6472,2514,2397,2422,61,6134,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,108,20000,6268,2542,2455,2326,60,6349,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,109,20000,6276,2560,2331,2412,73,6348,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,110,20000,6323,2535,2378,2453,72,6239,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,111,20000,6284,2517,2408,2373,62,6356,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,112,20000,6204,2448,2463,2505,73,6307,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,113,20000,6440,2594,2344,2382,54,6186,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,114,20000,6293,2564,2341,2422,59,6321,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,115,20000,6259,2570,2429,2385,67,6290,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,116,20000,6264,2456,2401,2488,57,6334,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,117,20000,6297,2473,2474,2457,66,6233,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,118,20000,6367,2498,2366,2410,49,6310,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,119,20000,6352,2535,2354,2409,38,6312,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,120,20000,6384,2579,2297,2304,57,6379,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,121,20000,6249,2605,2412,2467,56,6211,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,122,20000,6189,2496,2400,2466,64,6385,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,123,20000,6328,2432,2469,2439,41,6291,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,124,20000,6363,2432,2427,2402,60,6316,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,125,20000,6384,2522,2412,2388,54,6240,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,126,20000,6307,2514,2332,2417,75,6355,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,127,20000,6399,2454,2349,2448,63,6287,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,128,20000,6360,2475,2435,2401,57,6272,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,129,20000,6299,2494,2349,2436,71,6351,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,130,20000,6289,2551,2413,2400,57,6290,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,131,20000,6271,2541,2432,2420,62,6274,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,132,20000,6316,2521,2375,2330,54,6404,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,133,20000,6290,2497,2426,2465,45,6277,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,134,20000,6207,2518,2480,2410,53,6332,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,135,20000,6282,2507,2400,2430,55,6326,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,136,20000,6335,2412,2445,2413,71,6324,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,137,20000,6250,2552,2359,2417,52,6370,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,138,20000,6192,2456,2369,2532,64,6387,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,139,20000,6345,2592,2303,2375,59,6326,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,140,20000,6248,2583,2360,2374,53,6382,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,141,20000,6273,2396,2429,2393,56,6453,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,142,20000,6264,2552,2429,2402,56,6297,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,143,20000,6275,2451,2455,2459,60,6300,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,144,20000,6432,2485,2412,2386,73,6212,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,145,20000,6301,2561,2436,2401,61,6240,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,146,20000,6364,2557,2362,2385,57,6275,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,147,20000,6296,2462,2401,2445,66,6330,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,148,20000,6350,2539,2408,2397,56,6250,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,149,20000,6229,2548,2430,2313,64,6416,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,150,20000,6348,2499,2437,2430,72,6214,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,151,20000,6240,2560,2413,2464,55,6268,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,152,20000,6399,2439,2419,2412,56,6275,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,153,20000,6207,2564,2460,2395,57,6317,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,154,20000,6297,2522,2391,2481,69,6240,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,155,20000,6217,2502,2412,2463,54,6352,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,156,20000,6250,2498,2333,2451,53,6415,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,157,20000,6283,2502,2422,2428,65,6300,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,158,20000,6219,2530,2472,2451,49,6279,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,159,20000,6383,2537,2381,2339,60,6300,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,160,20000,6287,2501,2481,2390,67,6274,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,161,20000,6327,2440,2467,2340,61,6365,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,162,20000,6247,2534,2359,2462,58,6340,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,163,20000,6201,2497,2419,2427,64,6392,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,164,20000,6219,2555,2482,2440,55,6249,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,165,20000,6343,2473,2415,2343,62,6364,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,166,20000,6407,2651,2306,2311,53,6272,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,167,20000,6396,2493,2442,2359,44,6266,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,168,20000,6372,2448,2452,2366,63,6299,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,169,20000,6404,2546,2300,2399,61,6290,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,170,20000,6365,2555,2285,2394,64,6337,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,171,20000,6327,2588,2357,2444,61,6223,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,172,20000,6311,2507,2341,2385,59,6397,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,173,20000,6399,2573,2352,2359,61,6256,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,174,20000,6332,2508,2343,2405,72,6340,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,175,20000,6262,2468,2432,2384,60,6394,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,176,20000,6123,2555,2378,2473,53,6418,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,177,20000,6251,2497,2424,2394,65,6369,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,178,20000,6281,2411,2510,2426,55,6317,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,179,20000,6322,2477,2454,2430,62,6255,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,180,20000,6298,2468,2451,2467,51,6265,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,181,20000,6341,2560,2403,2335,60,6301,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,182,20000,6253,2559,2394,2404,42,6348,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,183,20000,6268,2537,2476,2327,61,6331,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,184,20000,6323,2498,2421,2328,70,6360,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,185,20000,6501,2517,2384,2339,51,6208,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,186,20000,6442,2457,2344,2462,55,6240,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,187,20000,6284,2541,2442,2346,51,6336,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,188,20000,6400,2477,2475,2343,55,6250,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,189,20000,6406,2514,2423,2426,51,6180,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,190,20000,6192,2489,2451,2448,61,6359,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,191,20000,6325,2513,2389,2387,50,6336,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,192,20000,6278,2553,2456,2437,57,6219,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,193,20000,6291,2538,2339,2463,64,6305,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,194,20000,6335,2511,2376,2276,70,6432,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,195,20000,6436,2454,2391,2453,52,6214,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,196,20000,6287,2529,2400,2405,65,6314,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,197,20000,6268,2494,2438,2445,68,6287,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,198,20000,6245,2462,2448,2409,81,6355,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,199,20000,6320,2527,2347,2396,64,6346,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,200,20000,6329,2408,2474,2399,56,6334,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,201,20000,6357,2606,2323,2430,55,6229,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,202,20000,6182,2510,2358,2504,57,6389,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,203,20000,6403,2479,2311,2414,57,6336,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,204,20000,6257,2483,2456,2474,53,6277,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,205,20000,6450,2529,2425,2299,51,6246,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,206,20000,6245,2495,2405,2494,60,6301,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,207,20000,6268,2499,2411,2476,55,6291,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,208,20000,6279,2494,2371,2435,51,6370,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,209,20000,6267,2525,2398,2371,59,6380,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,210,20000,6374,2487,2369,2389,66,6315,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,211,20000,6304,2626,2464,2300,59,6247,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,212,20000,6273,2544,2364,2314,67,6438,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,213,20000,6337,2510,2379,2363,63,6348,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,214,20000,6435,2515,2360,2381,59,6250,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,215,20000,6309,2432,2441,2418,57,6343,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,216,20000,6204,2509,2421,2331,59,6476,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,217,20000,6279,2500,2414,2397,64,6346,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,218,20000,6367,2416,2372,2380,59,6406,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,219,20000,6353,2485,2415,2365,55,6327,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,220,20000,6331,2567,2467,2292,54,6289,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,221,20000,6354,2517,2496,2390,51,6192,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,222,20000,6322,2508,2446,2380,72,6272,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,223,20000,6244,2475,2455,2471,55,6300,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,224,20000,6394,2538,2382,2425,60,6201,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,225,20000,6317,2524,2441,2422,56,6240,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,226,20000,6298,2477,2363,2364,66,6432,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,227,20000,6252,2557,2420,2378,68,6325,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,228,20000,6324,2415,2443,2412,58,6348,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,229,20000,6408,2508,2447,2333,67,6237,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,230,20000,6409,2500,2413,2396,65,6217,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,231,20000,6277,2512,2464,2388,66,6293,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,232,20000,6273,2623,2425,2390,65,6224,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,233,20000,6313,2435,2453,2450,58,6291,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,234,20000,6286,2589,2356,2357,51,6361,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,235,20000,6366,2506,2388,2409,57,6274,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,236,20000,6341,2459,2423,2403,59,6315,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,237,20000,6266,2564,2355,2430,57,6328,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,238,20000,6365,2492,2457,2308,59,6319,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,239,20000,6235,2483,2471,2457,65,6289,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,240,20000,6364,2530,2322,2389,54,6341,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,241,20000,6418,2500,2291,2366,65,6360,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,242,20000,6437,2443,2414,2404,74,6228,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,243,20000,6355,2424,2396,2417,72,6336,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,244,20000,6263,2551,2379,2456,53,6298,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,245,20000,6228,2596,2320,2374,52,6430,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,246,20000,6172,2562,2362,2443,56,6405,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,247,20000,6183,2545,2508,2374,59,6331,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,248,20000,6272,2511,2366,2459,64,6328,0
pell_Dplus1_N224_norm2_generation2,9343149081073810069,249,20000,6291,2499,2462,2385,55,6308,0
