geom,N,k,count
g_9_8,145,71,33817
g_9_8,145,72,40126
g_9_8,145,73,47523
g_9_8,145,74,55287
g_9_8,145,75,63717
g_9_8,145,76,72235
g_9_8,145,77,81132
g_9_8,145,78,89902
g_9_8,145,79,97096
g_9_8,145,80,104341
g_9_8,145,81,109018
g_9_8,145,82,111304
g_9_8,145,83,112600
g_9_8,145,84,111233
g_9_8,145,85,107027
g_9_8,145,86,100960
g_9_8,145,87,92637
g_9_8,145,88,83308
g_9_8,145,89,72983
g_9_8,145,90,61772
g_9_8,145,91,51524
g_9_8,145,92,41496
g_9_8,145,93,32585
g_9_8,145,94,24995
g_9_8,145,95,18749
g_9_8,145,96,13716
g_9_8,145,97,9651
g_9_8,145,98,6729
g_9_8,145,99,4452
g_9_8,145,100,3046
g_9_8,145,101,1934
g_9_8,145,102,1219
g_9_8,145,103,670
g_9_8,145,104,399
g_9_8,145,105,257
g_9_8,145,106,138
g_9_8,145,107,74
g_9_8,145,108,36
g_9_8,145,109,21
g_9_8,145,110,7
g_9_8,145,111,8
g_9_8,145,112,5
g_9_8,145,113,3
g_9_8,145,114,1
g_9_8,145,115,0
g_9_8,145,116,0
g_9_8,145,117,0
g_9_8,145,118,0
g_9_8,145,119,0
g_9_8,145,120,0
g_9_8,145,121,0
g_9_8,145,122,0
g_9_8,145,123,0
g_9_8,145,124,0
g_9_8,145,125,0
g_9_8,145,126,0
g_9_8,145,127,0
g_9_8,145,128,0
g_9_8,145,129,0
g_9_8,145,130,0
g_9_8,145,131,0
g_9_8,145,132,0
g_9_8,145,133,0
g_9_8,145,134,0
g_9_8,145,135,0
g_9_8,145,136,0
g_9_8,145,137,0
g_9_8,145,138,0
g_9_8,145,139,0
g_9_8,145,140,0
g_9_8,145,141,0
g_9_8,145,142,0
g_9_8,145,143,0
g_9_8,145,144,0
g_9_8,145,145,0
g_9_8,145,146,0
