label,n,m00,m01,m10,m11,smith1,smith2,radius,batch,counter_first,counter_last_exclusive,samples,common_field_digest,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n680_first,680,26,-2,2,26,2,340,2,103,26725403000,26725404000,1000,491185261128118932,18,11,-5,-1,-6,-4
n680_second,680,22,-14,14,22,2,340,2,103,26725403000,26725404000,1000,491185261128118932,18,11,3,-2,1,5
n65_first,65,8,-1,1,8,1,65,2,104,26725404000,26725405000,1000,1635115345990846792,58,46,-8,-8,-16,0
n65_second,65,7,-4,4,7,1,65,2,104,26725404000,26725405000,1000,1635115345990846792,52,55,-6,-7,-13,1
n130_first,130,11,-3,3,11,1,130,2,104,26725404000,26725405000,1000,9685209161623088785,42,38,0,-4,-4,4
n130_second,130,9,-7,7,9,1,130,2,104,26725404000,26725405000,1000,9685209161623088785,32,34,-4,-5,-9,1
n260_first,260,16,-2,2,16,2,130,2,104,26725404000,26725405000,1000,460195682202502734,19,19,-3,-2,-5,-1
n260_second,260,14,-8,8,14,2,130,2,104,26725404000,26725405000,1000,460195682202502734,29,32,-3,-5,-8,2
n520_first,520,22,-6,6,22,2,260,2,104,26725404000,26725405000,1000,989231222928040190,15,17,-3,-2,-5,-1
n520_second,520,18,-14,14,18,2,260,2,104,26725404000,26725405000,1000,989231222928040190,14,18,3,-2,1,5
n85_first,85,9,-2,2,9,1,85,2,104,26725404000,26725405000,1000,3585800180306630368,53,57,-8,-10,-18,2
n85_second,85,7,-6,6,7,1,85,2,104,26725404000,26725405000,1000,3585800180306630368,68,60,-12,-11,-23,-1
n170_first,170,13,-1,1,13,1,170,2,104,26725404000,26725405000,1000,9295704078505502496,25,42,-3,-9,-12,6
n170_second,170,11,-7,7,11,1,170,2,104,26725404000,26725405000,1000,9295704078505502496,38,40,2,-3,-1,5
n340_first,340,18,-4,4,18,2,170,2,104,26725404000,26725405000,1000,4666337261820134714,15,23,-6,0,-6,-6
n340_second,340,14,-12,12,14,2,170,2,104,26725404000,26725405000,1000,4666337261820134714,31,23,-6,-4,-10,-2
n680_first,680,26,-2,2,26,2,340,2,104,26725404000,26725405000,1000,1644990888404266324,12,16,-1,-1,-2,0
n680_second,680,22,-14,14,22,2,340,2,104,26725404000,26725405000,1000,1644990888404266324,17,17,-1,-2,-3,1
n65_first,65,8,-1,1,8,1,65,2,105,26725405000,26725406000,1000,11991055342627337919,70,68,-9,-9,-18,0
n65_second,65,7,-4,4,7,1,65,2,105,26725405000,26725406000,1000,11991055342627337919,59,64,-9,-8,-17,-1
n130_first,130,11,-3,3,11,1,130,2,105,26725405000,26725406000,1000,14367344377031676389,47,40,-10,-3,-13,-7
n130_second,130,9,-7,7,9,1,130,2,105,26725405000,26725406000,1000,14367344377031676389,36,43,-6,-9,-15,3
n260_first,260,16,-2,2,16,2,130,2,105,26725405000,26725406000,1000,13223982620258368271,23,29,1,-9,-8,10
n260_second,260,14,-8,8,14,2,130,2,105,26725405000,26725406000,1000,13223982620258368271,25,26,-2,-5,-7,3
n520_first,520,22,-6,6,22,2,260,2,105,26725405000,26725406000,1000,6791757531130790833,13,17,-2,-3,-5,1
n520_second,520,18,-14,14,18,2,260,2,105,26725405000,26725406000,1000,6791757531130790833,21,19,-4,-2,-6,-2
n85_first,85,9,-2,2,9,1,85,2,105,26725405000,26725406000,1000,8725962844017982929,47,58,-6,-4,-10,-2
n85_second,85,7,-6,6,7,1,85,2,105,26725405000,26725406000,1000,8725962844017982929,53,46,-13,-1,-14,-12
n170_first,170,13,-1,1,13,1,170,2,105,26725405000,26725406000,1000,4878414168317719190,30,30,-6,-5,-11,-1
n170_second,170,11,-7,7,11,1,170,2,105,26725405000,26725406000,1000,4878414168317719190,33,31,-3,-7,-10,4
n340_first,340,18,-4,4,18,2,170,2,105,26725405000,26725406000,1000,15103885411503417953,24,24,-2,1,-1,-3
n340_second,340,14,-12,12,14,2,170,2,105,26725405000,26725406000,1000,15103885411503417953,23,25,-4,-5,-9,1
n680_first,680,26,-2,2,26,2,340,2,105,26725405000,26725406000,1000,1457123391970417657,15,19,0,0,0,0
n680_second,680,22,-14,14,22,2,340,2,105,26725405000,26725406000,1000,1457123391970417657,15,15,-1,1,0,-2
n65_first,65,8,-1,1,8,1,65,2,106,26725406000,26725407000,1000,10919160692312936085,75,58,-9,-3,-12,-6
n65_second,65,7,-4,4,7,1,65,2,106,26725406000,26725407000,1000,10919160692312936085,65,59,-14,-8,-22,-6
n130_first,130,11,-3,3,11,1,130,2,106,26725406000,26725407000,1000,132471526956113308,50,40,-10,-4,-14,-6
n130_second,130,9,-7,7,9,1,130,2,106,26725406000,26725407000,1000,132471526956113308,39,39,-9,-2,-11,-7
n260_first,260,16,-2,2,16,2,130,2,106,26725406000,26725407000,1000,3595491254973808811,31,19,0,-1,-1,1
n260_second,260,14,-8,8,14,2,130,2,106,26725406000,26725407000,1000,3595491254973808811,27,26,2,-2,0,4
n520_first,520,22,-6,6,22,2,260,2,106,26725406000,26725407000,1000,4867035392710607456,13,13,-4,0,-4,-4
n520_second,520,18,-14,14,18,2,260,2,106,26725406000,26725407000,1000,4867035392710607456,13,16,2,-2,0,4
n85_first,85,9,-2,2,9,1,85,2,106,26725406000,26725407000,1000,3454725035692960857,51,59,-6,-6,-12,0
n85_second,85,7,-6,6,7,1,85,2,106,26725406000,26725407000,1000,3454725035692960857,63,45,-12,-4,-16,-8
n170_first,170,13,-1,1,13,1,170,2,106,26725406000,26725407000,1000,5704843227602731042,34,33,-9,-5,-14,-4
n170_second,170,11,-7,7,11,1,170,2,106,26725406000,26725407000,1000,5704843227602731042,38,39,-2,-6,-8,4
n340_first,340,18,-4,4,18,2,170,2,106,26725406000,26725407000,1000,15991738948521037075,29,22,-5,-1,-6,-4
n340_second,340,14,-12,12,14,2,170,2,106,26725406000,26725407000,1000,15991738948521037075,22,17,-4,-4,-8,0
n680_first,680,26,-2,2,26,2,340,2,106,26725406000,26725407000,1000,4071918012230026361,8,12,-1,-3,-4,2
n680_second,680,22,-14,14,22,2,340,2,106,26725406000,26725407000,1000,4071918012230026361,18,14,0,-2,-2,2
n65_first,65,8,-1,1,8,1,65,2,107,26725407000,26725408000,1000,18108435337356308387,54,64,-2,-12,-14,10
n65_second,65,7,-4,4,7,1,65,2,107,26725407000,26725408000,1000,18108435337356308387,57,57,-8,-1,-9,-7
n130_first,130,11,-3,3,11,1,130,2,107,26725407000,26725408000,1000,8160205364273133397,33,36,-6,-2,-8,-4
n130_second,130,9,-7,7,9,1,130,2,107,26725407000,26725408000,1000,8160205364273133397,35,40,-2,-6,-8,4
n260_first,260,16,-2,2,16,2,130,2,107,26725407000,26725408000,1000,14440915082362626776,29,22,-4,-1,-5,-3
n260_second,260,14,-8,8,14,2,130,2,107,26725407000,26725408000,1000,14440915082362626776,30,28,-2,-6,-8,4
n520_first,520,22,-6,6,22,2,260,2,107,26725407000,26725408000,1000,5584843971797649806,14,20,1,-5,-4,6
n520_second,520,18,-14,14,18,2,260,2,107,26725407000,26725408000,1000,5584843971797649806,28,14,2,-3,-1,5
n85_first,85,9,-2,2,9,1,85,2,107,26725407000,26725408000,1000,5139794383857931768,57,57,-3,-8,-11,5
n85_second,85,7,-6,6,7,1,85,2,107,26725407000,26725408000,1000,5139794383857931768,55,53,-12,-2,-14,-10
n170_first,170,13,-1,1,13,1,170,2,107,26725407000,26725408000,1000,11314342694098086274,36,40,-8,-4,-12,-4
n170_second,170,11,-7,7,11,1,170,2,107,26725407000,26725408000,1000,11314342694098086274,34,36,-4,-4,-8,0
n340_first,340,18,-4,4,18,2,170,2,107,26725407000,26725408000,1000,13664763472028383764,16,17,-2,-4,-6,2
n340_second,340,14,-12,12,14,2,170,2,107,26725407000,26725408000,1000,13664763472028383764,24,27,-6,0,-6,-6
n680_first,680,26,-2,2,26,2,340,2,107,26725407000,26725408000,1000,17106744489536514618,17,22,-1,3,2,-4
n680_second,680,22,-14,14,22,2,340,2,107,26725407000,26725408000,1000,17106744489536514618,24,14,0,2,2,-2
n65_first,65,8,-1,1,8,1,65,2,108,26725408000,26725409000,1000,10473966429359280027,68,78,-11,-10,-21,-1
n65_second,65,7,-4,4,7,1,65,2,108,26725408000,26725409000,1000,10473966429359280027,65,61,-12,-9,-21,-3
n130_first,130,11,-3,3,11,1,130,2,108,26725408000,26725409000,1000,12622939680718970454,38,38,-2,-7,-9,5
n130_second,130,9,-7,7,9,1,130,2,108,26725408000,26725409000,1000,12622939680718970454,52,49,-6,-11,-17,5
n260_first,260,16,-2,2,16,2,130,2,108,26725408000,26725409000,1000,9469820900843839685,25,25,-3,-4,-7,1
n260_second,260,14,-8,8,14,2,130,2,108,26725408000,26725409000,1000,9469820900843839685,18,30,-4,-4,-8,0
n520_first,520,22,-6,6,22,2,260,2,108,26725408000,26725409000,1000,15246221035800273030,15,16,-3,-4,-7,1
n520_second,520,18,-14,14,18,2,260,2,108,26725408000,26725409000,1000,15246221035800273030,14,14,-3,-5,-8,2
n85_first,85,9,-2,2,9,1,85,2,108,26725408000,26725409000,1000,959788237577758319,50,52,-5,-8,-13,3
n85_second,85,7,-6,6,7,1,85,2,108,26725408000,26725409000,1000,959788237577758319,57,48,-5,-2,-7,-3
n170_first,170,13,-1,1,13,1,170,2,108,26725408000,26725409000,1000,16269274814093809921,29,51,-4,-8,-12,4
n170_second,170,11,-7,7,11,1,170,2,108,26725408000,26725409000,1000,16269274814093809921,34,29,-2,-6,-8,4
n340_first,340,18,-4,4,18,2,170,2,108,26725408000,26725409000,1000,6713821678684866624,17,27,-2,-4,-6,2
n340_second,340,14,-12,12,14,2,170,2,108,26725408000,26725409000,1000,6713821678684866624,24,18,-8,-5,-13,-3
n680_first,680,26,-2,2,26,2,340,2,108,26725408000,26725409000,1000,133674325709573782,15,12,-4,-3,-7,-1
n680_second,680,22,-14,14,22,2,340,2,108,26725408000,26725409000,1000,133674325709573782,16,12,-2,0,-2,-2
n65_first,65,8,-1,1,8,1,65,2,109,26725409000,26725410000,1000,6980821114765130203,60,72,-13,-13,-26,0
n65_second,65,7,-4,4,7,1,65,2,109,26725409000,26725410000,1000,6980821114765130203,59,54,-6,-8,-14,2
n130_first,130,11,-3,3,11,1,130,2,109,26725409000,26725410000,1000,13724816464082433910,42,36,-3,-2,-5,-1
n130_second,130,9,-7,7,9,1,130,2,109,26725409000,26725410000,1000,13724816464082433910,42,47,-4,-6,-10,2
n260_first,260,16,-2,2,16,2,130,2,109,26725409000,26725410000,1000,14621388857615326589,28,27,-3,-1,-4,-2
n260_second,260,14,-8,8,14,2,130,2,109,26725409000,26725410000,1000,14621388857615326589,26,31,1,-6,-5,7
n520_first,520,22,-6,6,22,2,260,2,109,26725409000,26725410000,1000,12420834371287868277,17,20,-3,-3,-6,0
n520_second,520,18,-14,14,18,2,260,2,109,26725409000,26725410000,1000,12420834371287868277,23,16,-3,0,-3,-3
n85_first,85,9,-2,2,9,1,85,2,109,26725409000,26725410000,1000,4563665363006807460,51,53,-16,-8,-24,-8
n85_second,85,7,-6,6,7,1,85,2,109,26725409000,26725410000,1000,4563665363006807460,54,63,0,-12,-12,12
n170_first,170,13,-1,1,13,1,170,2,109,26725409000,26725410000,1000,8729102511505986757,42,30,0,-4,-4,4
n170_second,170,11,-7,7,11,1,170,2,109,26725409000,26725410000,1000,8729102511505986757,32,39,-4,-9,-13,5
n340_first,340,18,-4,4,18,2,170,2,109,26725409000,26725410000,1000,16294932251405433948,26,28,-3,-6,-9,3
n340_second,340,14,-12,12,14,2,170,2,109,26725409000,26725410000,1000,16294932251405433948,24,19,-2,3,1,-5
n680_first,680,26,-2,2,26,2,340,2,109,26725409000,26725410000,1000,12477964850699997146,14,12,0,-2,-2,2
n680_second,680,22,-14,14,22,2,340,2,109,26725409000,26725410000,1000,12477964850699997146,14,15,-5,-1,-6,-4
n65_first,65,8,-1,1,8,1,65,2,110,26725410000,26725411000,1000,17816042015147203437,66,68,-7,-3,-10,-4
n65_second,65,7,-4,4,7,1,65,2,110,26725410000,26725411000,1000,17816042015147203437,74,66,-5,-6,-11,1
n130_first,130,11,-3,3,11,1,130,2,110,26725410000,26725411000,1000,14932024275191075879,37,46,-2,-3,-5,1
n130_second,130,9,-7,7,9,1,130,2,110,26725410000,26725411000,1000,14932024275191075879,41,43,-9,-5,-14,-4
n260_first,260,16,-2,2,16,2,130,2,110,26725410000,26725411000,1000,12293968457665103352,39,30,-4,-9,-13,5
n260_second,260,14,-8,8,14,2,130,2,110,26725410000,26725411000,1000,12293968457665103352,19,27,1,-6,-5,7
n520_first,520,22,-6,6,22,2,260,2,110,26725410000,26725411000,1000,5571062317945483849,13,22,-2,-7,-9,5
n520_second,520,18,-14,14,18,2,260,2,110,26725410000,26725411000,1000,5571062317945483849,19,16,-5,-2,-7,-3
n85_first,85,9,-2,2,9,1,85,2,110,26725410000,26725411000,1000,3448826717755409420,62,39,-3,-7,-10,4
n85_second,85,7,-6,6,7,1,85,2,110,26725410000,26725411000,1000,3448826717755409420,52,48,-8,-8,-16,0
n170_first,170,13,-1,1,13,1,170,2,110,26725410000,26725411000,1000,7041085642617942634,55,28,-8,-3,-11,-5
n170_second,170,11,-7,7,11,1,170,2,110,26725410000,26725411000,1000,7041085642617942634,37,36,0,-10,-10,10
n340_first,340,18,-4,4,18,2,170,2,110,26725410000,26725411000,1000,18164489142011958191,18,21,-1,-2,-3,1
n340_second,340,14,-12,12,14,2,170,2,110,26725410000,26725411000,1000,18164489142011958191,28,28,-3,-5,-8,2
n680_first,680,26,-2,2,26,2,340,2,110,26725410000,26725411000,1000,10414261662153420414,14,19,-3,-1,-4,-2
n680_second,680,22,-14,14,22,2,340,2,110,26725410000,26725411000,1000,10414261662153420414,18,22,-6,-5,-11,-1
n65_first,65,8,-1,1,8,1,65,2,111,26725411000,26725412000,1000,6583886149473448652,67,74,-8,-8,-16,0
n65_second,65,7,-4,4,7,1,65,2,111,26725411000,26725412000,1000,6583886149473448652,63,66,-10,-5,-15,-5
n130_first,130,11,-3,3,11,1,130,2,111,26725411000,26725412000,1000,771194315310697532,51,38,-6,1,-5,-7
n130_second,130,9,-7,7,9,1,130,2,111,26725411000,26725412000,1000,771194315310697532,51,31,-10,-1,-11,-9
n260_first,260,16,-2,2,16,2,130,2,111,26725411000,26725412000,1000,5588002603228736562,19,26,-1,-4,-5,3
n260_second,260,14,-8,8,14,2,130,2,111,26725411000,26725412000,1000,5588002603228736562,19,32,-5,-7,-12,2
n520_first,520,22,-6,6,22,2,260,2,111,26725411000,26725412000,1000,9395049869199859446,13,21,-1,-4,-5,3
n520_second,520,18,-14,14,18,2,260,2,111,26725411000,26725412000,1000,9395049869199859446,21,15,-4,-5,-9,1
n85_first,85,9,-2,2,9,1,85,2,111,26725411000,26725412000,1000,17206527337784406490,56,48,-4,-4,-8,0
n85_second,85,7,-6,6,7,1,85,2,111,26725411000,26725412000,1000,17206527337784406490,46,65,-11,-11,-22,0
n170_first,170,13,-1,1,13,1,170,2,111,26725411000,26725412000,1000,8657665577445635718,32,37,-7,-7,-14,0
n170_second,170,11,-7,7,11,1,170,2,111,26725411000,26725412000,1000,8657665577445635718,40,46,-5,-8,-13,3
n340_first,340,18,-4,4,18,2,170,2,111,26725411000,26725412000,1000,4806153682858518935,22,30,-1,-3,-4,2
n340_second,340,14,-12,12,14,2,170,2,111,26725411000,26725412000,1000,4806153682858518935,25,24,1,-9,-8,10
n680_first,680,26,-2,2,26,2,340,2,111,26725411000,26725412000,1000,8406877826329259705,13,8,-1,-3,-4,2
n680_second,680,22,-14,14,22,2,340,2,111,26725411000,26725412000,1000,8406877826329259705,12,16,0,-2,-2,2
n65_first,65,8,-1,1,8,1,65,2,112,26725412000,26725413000,1000,4998211160067211076,66,59,-2,-10,-12,8
n65_second,65,7,-4,4,7,1,65,2,112,26725412000,26725413000,1000,4998211160067211076,78,69,-3,-7,-10,4
n130_first,130,11,-3,3,11,1,130,2,112,26725412000,26725413000,1000,10713982704116079296,49,35,-9,-5,-14,-4
n130_second,130,9,-7,7,9,1,130,2,112,26725412000,26725413000,1000,10713982704116079296,33,41,-2,-8,-10,6
n260_first,260,16,-2,2,16,2,130,2,112,26725412000,26725413000,1000,4337700810550172447,30,25,-2,-2,-4,0
n260_second,260,14,-8,8,14,2,130,2,112,26725412000,26725413000,1000,4337700810550172447,32,23,-8,-4,-12,-4
n520_first,520,22,-6,6,22,2,260,2,112,26725412000,26725413000,1000,9686926425798370031,23,16,-3,-7,-10,4
n520_second,520,18,-14,14,18,2,260,2,112,26725412000,26725413000,1000,9686926425798370031,16,12,-2,-2,-4,0
n85_first,85,9,-2,2,9,1,85,2,112,26725412000,26725413000,1000,10824235899811773803,51,56,-3,-6,-9,3
n85_second,85,7,-6,6,7,1,85,2,112,26725412000,26725413000,1000,10824235899811773803,40,63,-10,-8,-18,-2
n170_first,170,13,-1,1,13,1,170,2,112,26725412000,26725413000,1000,3316251703224783172,28,39,-2,-7,-9,5
n170_second,170,11,-7,7,11,1,170,2,112,26725412000,26725413000,1000,3316251703224783172,46,35,-8,-7,-15,-1
n340_first,340,18,-4,4,18,2,170,2,112,26725412000,26725413000,1000,11210301985039010936,21,19,-1,0,-1,-1
n340_second,340,14,-12,12,14,2,170,2,112,26725412000,26725413000,1000,11210301985039010936,25,22,-4,0,-4,-4
n680_first,680,26,-2,2,26,2,340,2,112,26725412000,26725413000,1000,15045709520776529180,10,14,-2,-2,-4,0
n680_second,680,22,-14,14,22,2,340,2,112,26725412000,26725413000,1000,15045709520776529180,15,14,-3,-1,-4,-2
n65_first,65,8,-1,1,8,1,65,2,113,26725413000,26725414000,1000,16269226476073727300,61,63,-3,-5,-8,2
n65_second,65,7,-4,4,7,1,65,2,113,26725413000,26725414000,1000,16269226476073727300,59,58,-13,-4,-17,-9
n130_first,130,11,-3,3,11,1,130,2,113,26725413000,26725414000,1000,2781199088401126229,43,51,-4,-8,-12,4
n130_second,130,9,-7,7,9,1,130,2,113,26725413000,26725414000,1000,2781199088401126229,46,35,0,-4,-4,4
n260_first,260,16,-2,2,16,2,130,2,113,26725413000,26725414000,1000,17554588777621808852,28,24,-3,-2,-5,-1
n260_second,260,14,-8,8,14,2,130,2,113,26725413000,26725414000,1000,17554588777621808852,31,23,-4,-3,-7,-1
n520_first,520,22,-6,6,22,2,260,2,113,26725413000,26725414000,1000,17648800460343563947,21,10,-2,-3,-5,1
n520_second,520,18,-14,14,18,2,260,2,113,26725413000,26725414000,1000,17648800460343563947,19,5,0,1,1,-1
n85_first,85,9,-2,2,9,1,85,2,113,26725413000,26725414000,1000,9139196982869163861,49,52,1,-13,-12,14
n85_second,85,7,-6,6,7,1,85,2,113,26725413000,26725414000,1000,9139196982869163861,55,54,-10,-6,-16,-4
n170_first,170,13,-1,1,13,1,170,2,113,26725413000,26725414000,1000,3450877767902045026,46,27,-7,-2,-9,-5
n170_second,170,11,-7,7,11,1,170,2,113,26725413000,26725414000,1000,3450877767902045026,32,36,-7,-5,-12,-2
n340_first,340,18,-4,4,18,2,170,2,113,26725413000,26725414000,1000,9842382410438588445,30,20,-8,0,-8,-8
n340_second,340,14,-12,12,14,2,170,2,113,26725413000,26725414000,1000,9842382410438588445,19,27,1,4,5,-3
n680_first,680,26,-2,2,26,2,340,2,113,26725413000,26725414000,1000,905544122086719412,13,14,-2,1,-1,-3
n680_second,680,22,-14,14,22,2,340,2,113,26725413000,26725414000,1000,905544122086719412,11,16,0,-7,-7,7
n65_first,65,8,-1,1,8,1,65,2,114,26725414000,26725415000,1000,4677860240069877452,73,61,-4,-14,-18,10
n65_second,65,7,-4,4,7,1,65,2,114,26725414000,26725415000,1000,4677860240069877452,70,65,-12,-9,-21,-3
n130_first,130,11,-3,3,11,1,130,2,114,26725414000,26725415000,1000,18163510923767145054,54,43,-4,-3,-7,-1
n130_second,130,9,-7,7,9,1,130,2,114,26725414000,26725415000,1000,18163510923767145054,41,38,-4,-5,-9,1
n260_first,260,16,-2,2,16,2,130,2,114,26725414000,26725415000,1000,10931440700436128024,26,35,-4,-5,-9,1
n260_second,260,14,-8,8,14,2,130,2,114,26725414000,26725415000,1000,10931440700436128024,26,28,-4,-4,-8,0
n520_first,520,22,-6,6,22,2,260,2,114,26725414000,26725415000,1000,13859758208106235717,24,20,0,-4,-4,4
n520_second,520,18,-14,14,18,2,260,2,114,26725414000,26725415000,1000,13859758208106235717,15,15,-2,-1,-3,-1
n85_first,85,9,-2,2,9,1,85,2,114,26725414000,26725415000,1000,1623113635995746706,58,58,-6,-6,-12,0
n85_second,85,7,-6,6,7,1,85,2,114,26725414000,26725415000,1000,1623113635995746706,54,53,-9,-4,-13,-5
n170_first,170,13,-1,1,13,1,170,2,114,26725414000,26725415000,1000,12972597542660895839,35,39,0,-5,-5,5
n170_second,170,11,-7,7,11,1,170,2,114,26725414000,26725415000,1000,12972597542660895839,37,57,-5,-1,-6,-4
n340_first,340,18,-4,4,18,2,170,2,114,26725414000,26725415000,1000,13420123052909814018,22,21,2,0,2,2
n340_second,340,14,-12,12,14,2,170,2,114,26725414000,26725415000,1000,13420123052909814018,20,22,1,-7,-6,8
n680_first,680,26,-2,2,26,2,340,2,114,26725414000,26725415000,1000,4422004258235092704,15,20,-1,-3,-4,2
n680_second,680,22,-14,14,22,2,340,2,114,26725414000,26725415000,1000,4422004258235092704,8,8,-2,-1,-3,-1
n65_first,65,8,-1,1,8,1,65,2,115,26725415000,26725416000,1000,12265013299370884395,65,61,-5,-3,-8,-2
n65_second,65,7,-4,4,7,1,65,2,115,26725415000,26725416000,1000,12265013299370884395,68,69,-13,-9,-22,-4
n130_first,130,11,-3,3,11,1,130,2,115,26725415000,26725416000,1000,11965647222910633919,49,54,-4,-8,-12,4
n130_second,130,9,-7,7,9,1,130,2,115,26725415000,26725416000,1000,11965647222910633919,42,50,-1,-6,-7,5
n260_first,260,16,-2,2,16,2,130,2,115,26725415000,26725416000,1000,3745642134835528551,28,31,-1,-5,-6,4
n260_second,260,14,-8,8,14,2,130,2,115,26725415000,26725416000,1000,3745642134835528551,26,28,-3,-3,-6,0
n520_first,520,22,-6,6,22,2,260,2,115,26725415000,26725416000,1000,3743544505983611749,16,18,-5,-2,-7,-3
n520_second,520,18,-14,14,18,2,260,2,115,26725415000,26725416000,1000,3743544505983611749,20,8,-4,-1,-5,-3
n85_first,85,9,-2,2,9,1,85,2,115,26725415000,26725416000,1000,11204461721344010773,69,63,-7,2,-5,-9
n85_second,85,7,-6,6,7,1,85,2,115,26725415000,26725416000,1000,11204461721344010773,68,58,-5,-12,-17,7
n170_first,170,13,-1,1,13,1,170,2,115,26725415000,26725416000,1000,15865162582401373890,52,42,-2,-3,-5,1
n170_second,170,11,-7,7,11,1,170,2,115,26725415000,26725416000,1000,15865162582401373890,36,29,-2,0,-2,-2
n340_first,340,18,-4,4,18,2,170,2,115,26725415000,26725416000,1000,9172916436877546381,23,22,-5,-6,-11,1
n340_second,340,14,-12,12,14,2,170,2,115,26725415000,26725416000,1000,9172916436877546381,26,27,-2,1,-1,-3
n680_first,680,26,-2,2,26,2,340,2,115,26725415000,26725416000,1000,4285969699986609746,21,10,-2,-1,-3,-1
n680_second,680,22,-14,14,22,2,340,2,115,26725415000,26725416000,1000,4285969699986609746,18,13,-5,-5,-10,0
n65_first,65,8,-1,1,8,1,65,2,116,26725416000,26725417000,1000,16864183089963512072,69,67,-10,-5,-15,-5
n65_second,65,7,-4,4,7,1,65,2,116,26725416000,26725417000,1000,16864183089963512072,56,73,-2,-11,-13,9
n130_first,130,11,-3,3,11,1,130,2,116,26725416000,26725417000,1000,13223174573234692475,39,39,-5,-7,-12,2
n130_second,130,9,-7,7,9,1,130,2,116,26725416000,26725417000,1000,13223174573234692475,49,50,-12,-10,-22,-2
n260_first,260,16,-2,2,16,2,130,2,116,26725416000,26725417000,1000,6584116538333378690,39,30,-4,-2,-6,-2
n260_second,260,14,-8,8,14,2,130,2,116,26725416000,26725417000,1000,6584116538333378690,39,26,-6,-2,-8,-4
n520_first,520,22,-6,6,22,2,260,2,116,26725416000,26725417000,1000,8182565587789511703,17,13,0,-1,-1,1
n520_second,520,18,-14,14,18,2,260,2,116,26725416000,26725417000,1000,8182565587789511703,11,19,1,-3,-2,4
